-,1980s,1990s,2.5d,_two_d,2d_fighter,360_video,_three_d,3d_platformer,3d_vision,4_player_local,4x,6dof,atv,abstract,action,action_rpg,action_adventure,addictive,adventure,agriculture,aliens,alternate_history,america,animation_&_modeling,anime,assassin,asynchronous_multiplayer,atmospheric,audio_production,bmx,base_building,baseball,based_on_a_novel,basketball,batman,battle_royale,beat_em_up,beautiful,benchmark,bikes,blood,board_game,bowling,building,bullet_hell,bullet_time,crpg,capitalism,card_game,cartoon,cartoony,casual,cats,character_action_game,character_customization,chess,choices_matter,choose_your_own_adventure,cinematic,city_builder,class_based,classic,clicker,co_op,co_op_campaign,cold_war,colorful,comedy,comic_book,competitive,conspiracy,controller,conversation,crafting,crime,crowdfunded,cult_classic,cute,cyberpunk,cycling,dark,dark_comedy,dark_humor,dating_sim,demons,design_&_illustration,destruction,detective,difficult,dinosaurs,diplomacy,documentary,dog,dragons,drama,driving,dungeon_crawler,dungeons_&_dragons,dynamic_narration,dystopian_,early_access,economy,education,emotional,epic,episodic,experience,experimental,exploration,fmv,fps,faith,family_friendly,fantasy,fast_paced,feature_film,female_protagonist,fighting,first_person,fishing,flight,football,foreign,free_to_play,funny,futuristic,gambling,game_development,gamemaker,games_workshop,gaming,god_game,golf,gore,gothic,grand_strategy,great_soundtrack,grid_based_movement,gun_customization,hack_and_slash,hacking,hand_drawn,hardware,heist,hex_grid,hidden_object,historical,hockey,horror,horses,hunting,illuminati,indie,intentionally_awkward_controls,interactive_fiction,inventory_management,investigation,isometric,jrpg,jet,kickstarter,lego,lara_croft,lemmings,level_editor,linear,local_co_op,local_multiplayer,logic,loot,lore_rich,lovecraftian,mmorpg,moba,magic,management,mars,martial_arts,massively_multiplayer,masterpiece,match_3,mature,mechs,medieval,memes,metroidvania,military,mini_golf,minigames,minimalist,mining,mod,moddable,modern,motocross,motorbike,mouse_only,movie,multiplayer,multiple_endings,music,music_based_procedural_generation,mystery,mystery_dungeon,mythology,nsfw,narration,naval,ninja,noir,nonlinear,nudity,offroad,old_school,on_rails_shooter,online_co_op,open_world,otome,parkour,parody_,party_based_rpg,perma_death,philisophical,photo_editing,physics,pinball,pirates,pixel_graphics,platformer,point_&_click,political,politics,pool,post_apocalyptic,procedural_generation,programming,psychedelic,psychological,psychological_horror,puzzle,puzzle_platformer,pve,pvp,quick_time_events,rpg,rpgmaker,rts,racing,real_time_tactics,real_time,real_time_with_pause,realistic,relaxing,remake,replay_value,resource_management,retro,rhythm,robots,rogue_like,rogue_lite,romance,rome,runner,sailing,sandbox,satire,sci_fi,science,score_attack,sequel,sexual_content,shoot_em_up,shooter,short,side_scroller,silent_protagonist,simulation,singleplayer,skateboarding,skating,skiing,sniper,snow,snowboarding,soccer,software,software_training,sokoban,souls_like,soundtrack,space,space_sim,spectacle_fighter,spelling,split_screen,sports,star_wars,stealth,steam_machine,steampunk,story_rich,strategy,strategy_rpg,stylized,submarine,superhero,supernatural,surreal,survival,survival_horror,swordplay,tactical,tactical_rpg,tanks,team_based,tennis,text_based,third_person,third_person_shooter,thriller,time_attack,time_management,time_manipulation,time_travel,top_down,top_down_shooter,touch_friendly,tower_defense,trackir,trading,trading_card_game,trains,transhumanism,turn_based,turn_based_combat,turn_based_strategy,turn_based_tactics,tutorial,twin_stick_shooter,typing,underground,underwater,unforgiving,utilities,vr,vr_only,vampire,video_production,villain_protagonist,violent,visual_novel,voice_control,voxel,walking_simulator,war,wargame,warhammer_40k,web_publishing,werewolves,western,word_game,world_war_i,world_war_ii,wrestling,zombies
4x,0,3,0,0,0,0,1,0,0,0,2,44,0,0,37,0,3,0,12,0,1,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,0,2,0,0,1,0,3,0,0,0,0,5,5,0,0,0,7,0,3,0,0,3,2,0,2,0,0,0,2,0,0,4,0,3,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,2,10,0,15,0,1,0,4,0,1,2,14,0,9,0,0,2,1,2,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,13,0,1,0,2,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,3,0,0,2,0,0,2,0,4,2,0,0,0,0,0,1,5,0,1,0,2,5,0,0,1,0,7,0,1,5,0,0,0,0,0,0,2,0,6,1,1,2,3,0,0,0,4,3,1,25,0,0,0,0,2,20,1,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,1,3,1,1,0,0,1,5,0,1,0,0,0,0,1,1,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,12,2,0,0,0,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0
6dof,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atv,0,0,1,100,1,0,4,7,0,1,0,0,0,215,55,2,1,7,58,1,1,0,0,1,4,2,0,101,1,0,0,0,1,0,0,0,0,12,0,0,1,4,0,1,10,2,0,0,1,2,5,145,1,0,0,1,5,1,2,0,0,40,1,3,1,0,69,5,0,3,0,19,0,0,1,0,3,56,4,0,25,1,2,0,2,1,2,0,111,0,0,0,0,0,2,0,1,0,0,1,5,0,4,1,0,0,3,36,25,0,5,0,65,18,56,0,6,0,33,0,2,0,0,8,11,4,0,0,7,1,1,0,0,9,0,2,70,3,0,0,0,10,0,0,3,1,1,0,17,0,0,3,211,0,0,1,3,7,4,0,0,0,0,0,7,8,3,8,9,0,0,1,0,0,2,3,0,0,0,2,1,1,0,1,2,1,0,0,1,84,0,0,1,1,0,0,15,0,6,3,13,1,17,0,0,0,3,1,0,0,2,2,0,38,0,2,9,0,3,1,0,3,4,0,42,0,1,12,24,6,0,1,0,2,7,2,19,16,13,141,15,0,1,1,11,8,1,2,0,2,0,1,88,0,58,2,47,6,1,5,2,2,0,5,0,5,1,19,5,6,0,2,9,10,60,42,3,26,141,0,0,0,0,0,0,0,1,0,5,0,6,8,0,0,0,1,2,0,1,0,0,14,37,3,56,0,0,0,51,3,3,0,4,0,0,2,0,2,2,1,0,3,0,3,2,6,4,7,1,0,0,1,1,1,9,2,4,2,0,3,0,1,0,0,2,7,1,0,0,0,12,2,0,1,17,0,0,0,0,0,0,1,0,0,0,3
abstract,92,105,109,1869,158,0,61,204,61,361,30,37,1,55,13136,437,318,85,5722,9,183,44,28,15,755,55,5,1516,7,1,132,3,16,7,16,77,261,44,5,8,130,20,5,245,485,56,17,10,46,112,144,4118,29,60,219,5,101,41,38,31,31,651,53,1291,34,33,365,609,47,314,19,612,5,288,63,17,90,451,186,2,306,34,109,39,81,18,144,43,1504,62,3,2,13,57,26,135,209,5,10,68,2304,33,44,14,43,39,4,78,501,32,1283,20,499,768,598,0,755,354,1185,20,151,28,1,960,1073,191,2,10,78,26,11,13,7,1281,37,32,1921,15,41,398,27,71,0,31,11,17,172,5,1062,7,50,81,10209,14,9,27,8,152,140,2,65,27,14,7,136,39,595,607,9,127,30,54,148,96,149,69,19,27,687,160,33,171,128,152,334,239,179,4,15,197,20,31,169,13,2,3,37,12,2285,63,168,28,113,7,34,12,27,52,85,28,16,493,19,105,40,484,1186,0,158,40,28,146,13,0,357,14,69,1256,1541,84,28,11,1,221,247,7,48,40,371,835,320,73,311,37,2329,114,229,654,54,78,52,213,193,93,386,41,1098,106,215,445,348,30,8,91,22,587,27,1176,32,115,8,299,722,1721,210,520,33,2039,3680,5,4,2,35,5,5,31,14,5,3,53,57,623,99,43,5,108,689,33,357,6,106,835,2121,27,131,8,58,31,103,989,387,72,345,26,76,167,4,29,687,328,19,53,5,34,30,371,328,40,251,20,28,28,13,10,169,65,97,53,15,273,15,15,47,14,11,1462,284,40,9,34,1386,98,5,91,135,293,27,21,2,10,61,5,25,144,8,609
action,2,1,1,84,2,0,7,6,6,12,1,0,0,2,437,457,61,4,339,0,6,3,0,1,76,5,0,140,0,0,0,0,5,0,0,3,27,4,0,0,3,2,0,9,12,1,5,2,6,5,8,59,1,9,67,0,24,6,4,1,1,53,1,115,3,0,15,31,1,8,3,39,0,23,2,4,9,34,21,0,26,0,5,4,7,0,3,0,71,0,0,0,0,13,2,1,70,1,3,8,73,1,1,0,6,3,0,2,66,0,43,0,11,228,13,0,62,12,54,5,0,0,0,42,47,12,1,1,5,3,0,0,1,32,12,0,152,2,1,161,2,4,0,1,0,1,13,0,30,1,5,3,279,0,2,8,0,51,68,0,6,0,0,0,2,6,47,17,0,59,10,0,35,8,52,3,2,3,41,21,0,8,1,40,8,17,1,0,1,0,1,0,14,1,0,0,0,1,134,17,4,0,4,0,8,1,6,1,3,0,0,33,0,5,0,53,147,0,6,5,10,10,1,0,3,0,4,60,25,1,1,0,0,27,23,1,1,1,6,21,3,15,28,0,422,24,10,1,4,7,7,6,3,9,43,1,43,0,7,43,30,4,0,1,0,45,0,58,0,0,1,14,16,44,4,24,1,25,291,0,0,0,0,0,0,0,1,1,0,18,0,17,2,6,1,3,1,0,21,0,8,135,70,4,6,0,2,1,4,45,9,10,10,2,0,7,0,0,101,13,0,0,0,0,3,46,11,2,14,0,0,1,0,2,12,10,4,2,0,8,0,2,1,2,0,12,4,5,0,6,32,4,0,5,2,9,2,1,0,1,3,1,0,1,0,26
action_rpg,3,3,8,99,2,0,7,22,9,5,0,3,0,1,318,61,352,3,309,0,4,4,1,2,32,9,0,124,0,0,4,0,1,0,3,1,16,5,0,0,14,1,0,8,12,2,7,0,3,11,20,84,1,16,6,0,8,14,5,1,0,37,2,28,1,2,33,31,5,4,8,57,1,12,2,1,11,26,6,0,18,5,9,4,6,1,4,6,63,4,0,0,0,2,5,1,14,0,0,6,59,0,4,2,3,3,1,2,61,1,26,1,24,78,30,0,51,18,29,0,6,0,0,9,62,9,1,1,4,0,1,0,0,37,4,0,116,1,3,35,2,9,0,3,0,2,17,0,46,1,5,3,276,1,0,2,2,10,6,0,5,1,12,0,7,4,18,14,1,9,5,1,7,3,13,1,0,2,10,7,0,10,2,14,12,25,4,0,1,10,1,0,4,1,0,0,2,1,46,2,7,0,16,1,7,2,2,6,4,1,1,15,1,6,1,7,64,0,18,3,1,7,1,0,5,1,11,68,93,5,0,0,0,12,7,1,1,5,20,60,33,3,11,4,105,6,5,11,0,2,0,5,6,6,13,1,75,3,5,16,14,3,1,6,4,22,5,50,0,2,0,12,17,58,8,31,4,33,214,0,0,0,2,1,1,0,1,1,0,6,2,13,5,4,0,3,6,1,23,0,7,75,47,1,18,0,10,1,6,42,10,8,6,0,0,2,0,0,74,20,1,3,0,1,1,27,14,0,4,0,0,1,1,1,3,3,0,1,2,8,0,1,3,2,0,33,5,4,0,4,50,5,0,4,7,12,5,0,0,0,3,0,0,0,2,18
action_adventure,2,1,2,85,1,0,3,2,0,3,6,0,0,7,85,4,3,175,39,0,5,2,0,1,15,0,1,41,0,0,5,0,0,0,0,0,1,5,0,0,6,8,0,8,9,0,0,0,11,1,8,101,0,0,3,1,13,1,0,5,0,22,10,22,0,1,24,16,0,13,0,26,0,1,3,0,3,11,2,0,8,0,0,0,1,3,0,1,68,0,2,0,1,0,2,0,4,0,0,1,12,9,4,1,5,0,1,5,10,0,5,0,34,25,36,0,5,1,6,1,3,0,0,11,37,3,1,2,7,1,0,2,0,12,0,7,78,2,1,2,1,4,0,0,3,1,9,0,8,0,1,2,149,2,0,1,2,9,1,0,1,0,0,0,6,1,12,10,5,5,1,1,2,0,3,14,0,1,4,12,5,9,0,6,2,2,2,1,3,31,0,0,11,2,0,0,11,0,47,3,13,4,1,0,0,5,1,0,2,0,0,10,0,7,0,8,9,0,3,0,1,6,0,0,14,0,1,23,16,8,2,1,3,2,11,2,7,0,4,45,2,1,6,1,33,1,9,3,2,3,13,7,36,1,53,9,33,8,3,12,9,0,2,6,0,13,0,23,1,22,0,7,7,20,11,12,3,51,136,1,0,1,0,0,1,0,1,0,0,0,5,14,0,1,0,3,11,1,1,0,0,13,92,3,4,0,3,0,7,19,0,3,22,1,0,2,0,3,8,6,1,0,1,1,0,23,6,21,13,0,2,0,1,0,25,3,20,6,10,4,1,0,0,5,1,8,4,0,1,0,9,2,0,0,1,6,1,0,1,0,0,0,0,1,0,12
addictive,56,117,81,1622,16,0,41,185,44,79,31,12,0,58,5722,339,309,39,11572,23,113,47,18,8,1128,46,4,2062,2,0,92,0,29,2,15,31,121,94,6,1,71,43,2,232,108,25,71,12,82,78,128,4369,29,37,175,3,290,227,47,39,12,528,63,789,18,15,314,746,49,65,35,362,14,326,95,34,82,594,146,2,440,58,143,183,75,21,42,213,944,54,4,4,12,62,116,58,232,15,21,93,1442,44,71,44,38,86,18,112,823,68,605,10,577,1120,163,0,1225,85,1011,22,55,1,4,766,972,117,4,5,43,18,14,25,0,933,48,21,1835,37,9,260,37,166,0,22,31,566,149,0,1475,15,42,86,8800,4,134,28,26,183,264,1,113,26,15,4,72,56,265,159,20,94,38,97,147,27,188,101,20,17,443,152,54,244,38,151,315,215,56,1,9,103,20,22,135,17,1,1,59,13,1207,192,86,4,613,20,49,23,83,32,44,83,35,727,11,92,10,298,1155,89,118,47,84,101,42,0,202,3,92,1036,1214,1048,39,20,1,225,149,11,45,130,606,1619,358,53,157,34,3152,522,79,269,16,39,47,174,257,92,312,67,703,22,121,355,222,187,5,39,19,552,41,823,47,13,8,538,129,696,369,351,34,1862,3571,1,0,1,14,4,3,1,2,1,12,48,32,366,60,27,2,40,215,20,267,5,127,1693,1784,45,124,2,48,54,209,882,400,37,205,47,16,61,0,165,631,182,66,20,45,32,59,173,77,57,98,7,18,21,10,10,363,156,138,76,4,58,10,17,43,8,3,940,163,36,2,36,974,811,3,61,378,110,7,13,1,15,41,11,10,45,2,370
adventure,0,0,0,15,1,0,0,0,1,0,0,0,0,1,9,0,0,0,23,65,0,0,0,0,6,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,5,43,0,0,3,0,1,0,0,2,0,2,7,7,0,0,8,1,0,1,0,6,0,14,0,0,1,18,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,8,0,0,0,0,0,1,8,0,0,0,17,4,0,0,5,0,3,6,0,0,0,3,5,0,0,0,0,0,0,1,0,1,0,2,14,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,37,0,0,1,0,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,17,0,0,2,3,0,0,0,5,1,0,1,0,0,1,3,1,6,0,0,0,1,0,21,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,20,0,0,0,1,0,0,0,2,0,0,15,1,1,1,1,0,1,0,0,0,0,1,4,0,0,0,0,25,5,2,3,0,2,0,11,21,0,6,8,4,0,0,1,0,2,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,51,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,17,1,1,0,0,0,2,5,0,0,2,0,1,0,0,1,5,0,0,0,5,0,0,1,0,1,1,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,0,0,1,0,1
agriculture,1,10,2,41,1,0,3,1,5,9,6,1,0,1,183,6,4,5,113,0,230,1,0,0,7,0,0,63,1,0,14,0,0,0,0,1,4,0,4,0,7,0,0,5,14,2,0,1,2,5,10,60,0,2,7,0,3,3,2,2,2,31,1,59,3,2,15,25,0,4,1,14,1,12,0,1,2,16,6,0,9,2,7,3,4,0,9,1,37,2,2,0,1,0,2,2,1,0,1,5,33,0,1,0,2,2,0,2,25,0,56,0,11,3,14,0,18,1,50,0,1,0,0,9,29,31,0,0,0,2,0,6,0,45,0,6,63,0,0,2,0,6,0,0,2,2,1,0,49,0,1,0,166,1,2,1,0,15,0,0,5,0,0,0,1,3,24,10,0,2,3,1,0,1,1,3,3,0,4,12,0,2,6,1,6,4,8,0,2,3,1,2,14,0,0,0,2,1,74,3,2,0,4,0,0,0,1,0,1,1,1,4,1,13,0,26,34,2,0,2,1,3,0,0,5,0,0,24,20,9,0,0,0,7,4,0,0,3,7,19,3,1,5,0,35,1,18,0,2,3,6,3,2,7,18,7,36,0,15,8,5,3,0,1,0,24,3,163,6,4,0,2,16,95,4,10,9,41,154,0,0,0,1,0,0,0,0,0,0,0,2,61,6,2,0,3,1,0,13,0,1,37,73,4,3,0,6,0,2,45,20,0,26,0,1,7,0,0,23,18,0,2,0,0,0,23,25,6,17,1,0,0,2,0,21,5,18,10,0,15,0,1,4,2,0,14,2,1,0,0,25,5,0,2,2,5,3,2,0,0,1,0,0,0,0,22
aliens,3,1,3,18,1,0,0,1,0,1,2,0,0,0,44,3,4,2,47,0,1,102,3,0,5,3,0,42,0,0,6,0,0,0,0,1,0,1,0,0,3,2,0,4,4,1,2,2,1,1,1,22,0,0,3,0,9,4,2,3,0,13,0,11,1,14,2,6,0,2,4,4,2,2,2,3,2,3,3,0,8,4,2,2,1,2,1,4,13,2,9,0,0,1,3,0,0,0,0,11,16,8,6,0,3,3,0,1,8,3,14,0,5,11,1,0,11,2,19,0,3,0,0,6,9,1,0,0,0,0,0,0,0,12,0,19,36,0,0,3,0,0,0,0,1,3,39,0,11,0,1,2,76,0,3,0,1,7,1,0,2,0,0,0,0,1,2,2,0,3,3,1,0,0,0,11,1,0,1,5,0,4,1,4,0,0,15,0,0,2,0,0,2,2,0,0,1,0,23,9,0,0,8,0,1,0,4,2,2,4,0,2,0,1,0,1,11,2,3,0,0,3,0,0,1,0,0,10,1,11,14,13,0,6,1,0,1,0,2,8,1,2,3,1,25,1,17,0,10,9,7,6,0,2,12,5,8,0,2,2,1,3,5,0,0,11,1,21,0,1,2,1,4,17,2,3,1,33,67,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,3,0,11,0,13,35,50,2,1,0,0,2,3,10,2,3,20,1,1,0,0,0,9,2,1,0,0,1,2,2,1,0,3,0,0,0,1,0,14,8,12,7,0,0,0,0,4,0,0,2,0,0,0,1,7,11,0,0,4,22,9,0,0,1,0,0,8,13,0,5
alternate_history,1,0,0,6,0,0,2,0,1,0,0,0,0,0,28,0,1,0,18,0,0,3,45,0,4,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,17,0,0,2,0,0,2,0,1,0,5,1,13,0,1,5,10,0,0,1,3,0,1,1,0,0,4,0,0,1,1,0,3,0,0,0,0,4,0,0,0,2,0,1,5,0,0,0,1,8,4,2,0,1,0,0,0,4,0,13,0,5,1,4,0,1,0,17,1,1,1,0,5,13,3,1,0,0,0,0,0,0,4,0,2,9,0,2,0,1,0,0,0,2,1,16,0,2,0,3,2,19,0,1,0,0,1,0,0,1,0,0,0,0,4,4,2,0,0,0,1,0,0,0,4,0,0,5,1,0,5,0,0,6,0,11,0,0,0,0,0,2,2,0,0,0,0,25,0,1,0,0,0,0,2,1,1,0,0,0,6,1,0,1,5,15,0,1,1,0,0,0,0,0,0,0,3,2,2,3,2,0,1,0,0,0,0,1,2,0,0,2,1,3,0,3,2,3,3,0,11,5,0,1,1,1,0,0,0,0,3,0,0,0,8,1,1,0,1,0,7,1,17,2,3,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,17,0,0,0,0,0,0,5,2,0,6,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,3,6,2,0,0,0,0,0,0,0,2,1,0,0,0,3,5,0,0,2,14,7,0,0,0,3,0,0,2,0,2
america,0,0,0,6,1,0,6,1,3,1,0,1,0,1,15,1,2,1,8,0,0,0,0,216,13,0,0,7,18,0,0,0,0,0,0,0,1,3,0,0,0,1,0,7,0,0,0,0,2,2,2,27,0,0,6,0,1,0,2,0,0,0,0,3,0,0,3,6,0,1,0,2,0,3,0,0,0,5,1,0,1,0,0,1,0,139,0,0,3,0,0,0,0,0,2,0,0,0,0,0,52,0,55,0,2,0,4,4,2,0,5,0,8,4,0,1,0,2,7,0,0,0,0,19,9,0,0,48,9,0,1,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,4,0,0,1,33,0,0,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,7,0,0,0,0,0,0,2,3,0,0,0,2,3,11,1,2,1,1,0,0,0,0,0,1,0,1,7,0,0,0,1,4,0,1,0,0,0,1,19,4,0,0,6,1,1,0,0,0,0,1,2,1,0,2,2,2,0,2,0,4,2,1,0,0,1,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,18,1,1,0,0,0,4,2,3,1,1,0,17,18,0,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,51,17,0,52,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,1
animation_&_modeling,6,9,22,361,53,0,8,15,6,16,0,0,0,4,755,76,32,15,1128,6,7,5,4,13,2051,2,0,195,2,0,2,0,3,1,0,4,74,9,1,0,9,12,0,6,85,2,2,2,32,15,16,913,9,23,59,0,78,36,4,4,3,82,21,81,1,7,63,173,6,40,2,91,3,20,10,5,23,427,24,0,52,7,14,242,13,13,7,32,169,1,0,0,4,11,51,2,40,0,1,9,103,4,13,10,6,8,2,12,59,7,66,28,74,302,35,0,642,103,44,2,4,2,0,223,211,17,2,11,10,1,0,5,0,130,6,5,540,8,2,110,5,31,0,5,7,4,18,0,184,0,4,43,1341,0,14,0,2,5,269,1,8,0,0,0,3,15,43,57,3,3,8,4,61,13,24,18,0,3,92,21,27,227,32,6,195,31,10,0,5,12,1,1,8,5,0,0,3,2,211,98,23,0,88,6,1,39,2,3,17,5,4,707,0,3,4,39,125,113,5,14,13,4,7,1,14,0,9,180,129,28,2,5,0,19,6,1,4,25,202,200,29,8,29,4,677,185,8,25,2,3,7,10,52,18,52,10,116,17,30,28,21,207,0,7,1,25,4,112,8,2,0,601,109,89,33,76,4,402,808,0,0,0,0,1,0,1,13,2,3,2,11,20,0,16,0,2,34,1,8,1,13,479,290,20,25,0,5,9,31,46,38,9,35,15,10,9,0,4,76,21,11,4,2,4,12,23,9,3,11,0,1,10,2,0,119,47,35,23,12,5,2,2,2,2,12,51,7,4,4,2,167,814,0,5,19,16,3,1,8,0,1,6,2,11,0,23
anime,1,1,3,8,2,0,0,1,1,0,0,0,0,2,55,5,9,0,46,0,0,3,1,0,2,58,0,37,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,8,0,1,0,0,4,1,3,0,1,7,0,5,0,1,1,4,1,2,6,9,0,0,7,0,1,1,1,0,8,0,2,0,0,0,1,1,15,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,1,0,0,5,0,6,0,1,8,3,0,10,2,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,27,0,0,6,0,0,0,5,0,0,17,0,2,0,1,6,22,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,1,0,7,2,0,1,0,0,1,0,0,0,0,0,0,1,0,20,2,1,0,4,0,0,0,0,2,11,0,1,6,0,2,0,3,29,0,22,0,0,0,0,0,2,0,3,3,6,1,0,0,0,0,0,0,0,0,0,9,1,0,2,2,18,0,1,0,1,0,0,0,1,1,7,0,1,0,0,1,1,0,1,0,1,16,0,6,0,2,0,1,0,11,1,4,1,5,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,46,0,7,24,17,1,3,0,1,1,0,4,0,4,7,0,0,2,0,0,33,6,0,1,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0
assassin,0,0,0,1,0,0,0,0,0,1,2,1,0,0,5,0,0,1,4,0,0,0,0,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,5,0,3,10,0,0,2,2,0,0,0,0,0,1,0,5,0,0,4,1,0,5,0,0,0,0,0,1,0,0,5,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,2,2,0,0,0,6,2,1,0,0,0,1,0,0,0,2,0,0,6,0,0,1,0,0,0,0,6,0,3,0,0,0,1,0,25,0,0,0,0,1,0,0,3,0,0,0,3,0,2,6,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,4,0,1,2,0,1,0,1,6,0,11,0,0,0,1,2,0,0,1,0,0,1,0,8,0,0,0,1,0,0,1,0,0,7,20,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,1,2,29,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,1,0,2,0,0,22,6,16,13,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,4,5,1,0,0,0,0,0,4,0,1
